product_id,category_id,price,current_stock,sales_7_days,sales_30_days,revenue_30_days,order_count_30_days,average_quantity_per_order,days_since_last_sale,dead_product
188,7,250033,196,23,466,118828465,13,4,84,0
179,1,135669,453,35,445,62682298,69,3,20,0
171,2,375976,371,27,369,144405755,53,5,115,0
32,6,50125,386,53,53,2730880,53,4,64,0
43,5,118722,259,3,22,2500407,89,4,59,0
98,6,401096,204,50,438,167559671,33,1,24,0
182,3,181500,343,62,383,69245875,11,5,59,0
169,4,384122,486,60,224,88800385,21,2,17,0
5,10,62698,90,68,150,9631773,22,1,15,0
172,1,365143,139,45,78,27563890,92,1,56,0
173,9,123333,226,81,356,45274288,83,1,6,0
100,5,242776,26,6,306,76313172,99,2,0,0
64,6,486450,122,2,102,49229306,2,3,11,0
50,2,125641,490,85,451,54782179,22,1,12,0
107,9,66457,417,71,167,11239030,80,2,41,0
139,7,234332,61,13,118,27254592,23,1,27,0
103,6,16281,199,28,108,1682038,36,5,58,0
95,1,45300,453,38,111,5162829,64,1,52,0
183,9,424848,472,21,435,180224513,13,5,72,0
84,7,365415,473,88,497,174944876,23,3,98,0
171,8,45396,466,48,299,13588370,95,2,57,0
129,10,379428,6,78,119,46321100,16,3,2,0
61,7,407014,124,7,317,124347054,64,3,10,0
52,3,207000,104,30,328,70770778,77,4,4,0
190,6,80394,142,100,162,13363090,67,4,82,0
166,5,403504,12,93,117,46413395,32,2,108,0
139,1,485336,469,87,340,168253107,29,5,31,0
98,9,178630,93,0,226,38612721,63,1,80,0
50,1,342590,72,16,480,157729960,76,5,26,0
53,4,276036,40,59,218,59041310,93,2,92,0
63,7,102503,310,36,127,13117366,82,2,38,0
70,8,51951,486,50,497,25503917,61,4,46,0
109,9,329498,376,19,221,75146382,62,1,97,0
196,7,234079,437,38,42,9924895,20,5,97,0
187,3,144894,194,58,237,33595477,72,5,39,0
124,2,184710,69,25,366,65269664,25,1,60,0
4,9,392923,371,51,191,78243031,51,3,62,0
99,8,171381,328,52,301,53571727,16,4,9,0
145,3,111831,390,98,223,25968479,93,3,32,0
131,8,342912,352,7,188,65440310,55,2,89,0
63,8,28091,471,80,416,11927237,4,2,46,0
67,10,248797,483,32,348,84394439,75,2,18,0
4,2,414211,47,49,329,134880870,76,1,91,0
133,4,469279,216,54,84,38445268,39,5,106,0
137,7,317274,157,96,375,123456078,94,1,52,0
28,10,417209,408,18,176,71732735,27,4,104,0
179,5,13366,86,0,417,5348932,100,4,62,0
135,7,353157,147,21,375,128148331,24,2,55,0
51,8,105412,257,57,485,51467827,28,2,14,0
52,1,403171,93,24,414,162896069,53,4,97,0
161,10,67249,444,10,325,21403781,49,1,21,0
71,2,189386,15,61,299,56542574,98,1,30,0
3,1,149502,384,85,489,73709207,6,1,0,0
55,9,425124,3,66,192,85598045,98,3,77,0
125,8,406839,172,43,309,124088848,44,3,54,0
62,6,358692,204,7,193,72517976,43,1,78,0
1,8,466414,357,17,205,91079669,16,5,92,0
72,4,203163,231,84,316,66573946,66,4,87,0
170,4,11640,326,41,490,5427905,47,1,120,0
189,6,365430,227,62,119,43052026,79,1,77,0
90,7,498365,482,84,476,245692928,13,4,60,0
76,10,112276,364,66,73,8504514,92,5,111,0
9,3,271056,407,44,44,12518380,60,2,38,0
115,2,262795,339,31,276,70439909,97,1,30,0
28,7,385267,14,41,82,32863936,99,3,118,0
57,5,359140,243,85,487,168309121,18,5,114,0
163,8,57417,407,28,354,21203237,99,5,42,0
17,6,207661,466,94,367,77926561,84,5,95,0
112,4,127205,132,11,59,7213433,44,5,37,0
49,2,310332,188,40,65,21087508,74,1,109,0
80,1,319361,274,49,97,32464495,41,3,108,0
174,3,282499,339,28,308,83586608,2,5,75,0
118,6,85864,417,28,482,41385755,59,2,37,0
154,5,86478,382,89,340,28033373,41,3,108,0
129,2,153367,434,61,361,56091201,28,4,73,0
75,7,40834,414,91,170,6740893,94,2,19,0
180,1,494000,443,62,397,200577634,39,2,22,0
6,9,215670,172,60,216,48868835,97,4,86,0
101,2,286742,372,89,144,43037714,90,5,36,0
101,2,78629,165,74,385,31379688,7,3,101,0
118,3,312596,70,61,226,69170756,19,2,89,0
56,4,395518,371,13,438,176326006,19,4,73,0
110,3,495483,28,49,49,23500858,7,1,45,0
132,6,321108,222,80,496,162814118,32,1,19,0
31,4,217956,250,76,154,35090949,84,4,88,0
199,2,417754,237,83,442,182470293,81,4,104,0
95,1,72914,59,42,42,3105693,66,2,15,0
6,10,310407,293,88,245,77915665,76,2,35,0
99,8,347954,359,73,222,74350897,42,1,38,0
183,9,106935,207,2,416,44012514,69,5,89,0
126,2,282053,428,91,299,87022642,84,1,68,0
193,4,355286,459,60,60,21733304,1,5,23,0
115,6,74511,20,26,65,4917142,12,5,73,0
66,1,54360,63,46,259,14735721,22,4,38,0
169,1,140200,153,23,23,3157978,69,4,66,0
36,10,267133,355,45,160,43195073,66,2,66,0
177,2,357402,419,4,22,7617581,39,2,30,0
35,10,299444,110,35,302,87072464,80,4,45,0
20,9,143676,133,20,195,27736818,11,3,83,0
174,7,374126,73,9,274,103838734,35,2,26,0
183,6,305510,336,65,331,102185050,54,2,105,0
81,7,208674,13,31,493,98530012,16,5,77,0
29,9,223270,33,11,168,36994804,43,3,81,0
38,4,153469,5,28,50,7580319,14,1,48,0
45,9,391853,448,62,156,58656645,45,5,75,0
73,9,152110,311,6,50,7355086,97,4,114,0
47,6,432620,379,68,347,150894831,52,4,100,0
152,3,145822,4,91,351,49420205,17,2,65,0
97,10,395573,136,27,27,10829136,48,2,117,0
174,10,229280,361,56,234,56260305,60,5,23,0
74,5,234272,266,29,482,110719297,12,3,91,0
105,6,453152,46,9,324,150197447,12,2,10,0
148,1,54346,380,63,146,8179174,2,4,70,0
174,9,498867,374,63,69,34473495,87,5,61,0
179,2,222583,7,95,315,66659077,55,5,24,0
192,6,138044,378,67,338,47517759,6,5,117,0
115,3,363643,476,67,451,170625411,23,1,97,0
94,3,279318,180,54,487,135966760,22,3,6,0
29,6,489222,347,69,127,64310613,16,3,106,0
77,8,163902,135,94,109,18099668,51,2,0,0
79,9,442918,457,18,18,8285440,63,1,119,0
92,1,332715,235,45,168,53700319,45,2,38,0
103,6,14647,51,25,220,3088530,66,2,62,0
106,2,488732,249,3,3,1489161,29,4,19,0
102,6,166911,186,23,219,36686663,35,1,114,0
113,8,94847,71,55,181,16318916,91,2,95,0
29,4,159369,20,53,68,11101434,5,2,50,0
171,4,261288,491,15,340,88136947,71,4,34,0
175,3,180334,384,51,391,70523698,95,4,99,0
34,2,66559,405,10,10,655214,2,2,16,0
14,6,235268,499,1,305,71285502,38,3,94,0
125,2,408930,219,19,126,52706387,24,2,79,0
72,2,463072,134,85,358,171094831,26,4,31,0
181,2,377601,373,23,257,94022193,76,2,78,0
59,2,79361,205,19,19,1572560,55,1,35,0
158,4,57676,442,26,26,1503320,90,2,48,0
57,6,233386,245,31,31,7339057,39,1,65,0
69,6,157092,482,53,179,27407957,7,2,91,0
11,1,37331,338,27,381,13917764,36,5,41,0
26,7,106909,129,46,485,50991603,15,1,62,0
172,1,368068,282,16,394,142571044,95,3,110,0
191,10,287276,309,83,190,53359503,75,4,30,0
23,2,78411,322,15,380,28428651,84,2,77,0
50,8,495228,50,38,38,19042625,39,4,120,0
195,4,289737,369,16,78,21902759,71,3,5,0
195,9,192105,458,80,187,36704348,56,1,57,0
124,7,284602,476,2,487,133984855,36,2,64,0
75,1,306838,31,24,406,127574967,51,4,88,0
176,9,466264,262,21,497,230290551,66,4,9,0
144,7,220160,310,23,139,29083146,74,2,26,0
152,1,470930,475,58,404,190328355,93,5,65,0
67,5,456942,112,34,151,69358074,22,2,90,0
12,9,134894,149,18,20,2817138,36,2,81,0
70,1,346809,127,68,421,140402634,84,3,26,0
162,10,203520,166,42,42,8346143,18,4,90,0
157,5,180202,29,1,320,59532580,29,3,104,0
46,5,18199,275,99,336,6383316,75,1,111,0
185,7,352792,131,81,445,158630525,27,4,80,0
57,6,150925,104,96,297,44356142,58,2,80,0
187,7,203273,75,11,461,93671005,59,2,61,0
46,4,308664,251,23,482,150971450,3,3,93,0
42,3,438605,201,24,351,147322085,10,4,77,0
63,8,486646,330,12,496,246790656,18,1,51,0
155,2,208115,196,1,10,2135977,83,1,14,0
34,4,413763,42,80,137,57250329,2,1,18,0
139,6,457070,362,17,43,19615538,73,4,25,0
42,5,183935,245,7,79,14594112,35,5,31,0
32,1,442498,22,37,52,22095404,54,2,69,0
1,4,22583,116,18,218,4850877,37,2,49,0
176,7,370063,452,14,366,135332273,15,2,105,0
27,5,197332,39,15,315,61292413,11,1,42,0
155,3,103358,219,76,271,27117522,55,2,42,0
171,5,337553,418,13,146,48154623,64,3,44,0
68,2,423587,1,19,441,191990924,19,3,119,0
38,7,244197,369,61,407,102515425,15,5,100,0
110,5,85847,46,23,165,14543712,46,3,16,0
127,7,262333,355,77,498,134476192,43,2,52,0
168,4,210899,214,68,281,59462752,69,5,63,0
59,7,53839,297,67,366,19858530,89,2,53,0
180,2,133308,185,1,1,131473,61,2,26,0
29,1,487816,178,99,184,92621522,38,4,108,0
37,9,498291,467,26,215,110644604,8,2,31,0
31,3,207898,375,13,13,2667994,90,1,89,0
170,10,48676,244,20,428,19854548,47,2,76,0
21,4,50404,6,53,291,14153784,24,4,106,0
191,3,402223,270,60,357,142323130,44,4,38,0
166,1,160349,56,79,79,12074879,97,2,7,0
129,3,15697,202,87,426,6986657,59,5,54,0
183,5,491899,292,90,256,122492325,21,3,39,0
24,9,207950,500,95,486,98151693,80,1,16,0
57,7,106308,421,77,381,41887400,89,4,71,0
123,6,352202,328,48,207,70462188,48,4,105,0
50,5,66833,53,39,39,2679155,43,1,46,0
62,5,95333,277,27,54,5197974,97,3,8,0
49,9,115762,326,30,475,53717675,73,5,4,0
12,10,424305,247,23,23,9362028,40,1,6,0
92,5,218738,256,96,99,21418245,46,2,40,0
180,2,183706,208,64,459,80956668,100,2,94,0
7,10,427369,195,4,244,102089442,20,4,75,0
21,2,386681,118,87,452,177475268,99,2,27,0
129,9,392059,311,98,333,128485234,17,3,66,0
75,6,336878,438,5,481,168368829,100,4,55,0
62,4,330018,310,38,38,12700940,64,1,19,0
4,3,411770,445,100,158,67630393,64,1,70,0
117,6,98980,478,8,151,14617343,47,3,20,0
23,2,103945,363,33,395,43054295,33,4,58,0
167,3,74994,497,5,291,21525305,37,4,62,0
105,10,490845,348,46,66,32436197,80,3,56,0
96,2,367669,211,33,259,98820192,88,1,57,0
159,1,398519,404,71,125,47363698,14,3,89,0
97,3,308914,204,28,437,133486479,60,1,9,0
90,8,255623,328,59,273,67057313,24,1,115,0
102,7,114580,205,40,168,18946114,78,4,8,0
55,8,69939,142,69,232,15667258,61,2,4,0
164,4,177870,290,16,16,2811850,47,4,76,0
122,4,38352,108,97,444,17341049,35,3,2,0
163,3,53825,72,35,35,1805074,92,4,35,0
108,9,122252,342,23,457,57715914,12,4,33,0
88,5,96262,101,53,178,17103151,69,2,120,0
179,7,195960,467,49,354,71610594,72,5,73,0
51,2,388915,341,18,296,113089669,94,3,78,0
4,3,480024,234,63,478,237810420,15,4,18,0
68,9,388685,1,16,230,90598096,82,5,120,0
25,1,124621,381,89,96,12018751,22,5,53,0
97,4,192497,107,86,487,94466350,2,3,24,0
94,1,168305,459,15,157,26950558,84,4,64,0
106,7,194407,180,54,424,82619553,98,3,69,0
30,3,250555,219,70,191,48310119,70,4,22,0
98,5,453071,337,55,352,161619747,90,5,87,0
26,2,432544,428,53,53,21816247,53,1,11,0
128,10,496134,278,51,51,25311339,5,3,81,0
108,4,126852,397,48,232,28295153,61,1,70,0
90,8,226496,464,90,420,97836006,51,1,82,0
96,4,276108,145,84,137,36935971,54,2,112,0
2,7,27130,7,13,13,364708,67,5,19,0
82,6,99344,491,30,292,29170139,51,2,55,0
158,7,444398,26,73,410,180911403,82,4,119,0
187,3,221350,462,20,162,35634230,13,2,66,0
130,2,341056,295,97,401,138504706,34,5,50,0
41,6,116830,47,47,47,5222795,99,5,3,0
40,1,334062,362,10,278,93535979,4,2,117,0
117,6,107808,122,28,334,35276633,69,2,114,0
186,7,413907,133,35,337,133669554,19,1,6,0
164,10,464525,52,56,56,25031873,19,3,58,0
68,3,58641,39,46,253,15448490,27,4,108,0
26,8,427040,11,62,211,94243236,10,2,9,0
176,7,206741,455,57,160,34099195,24,3,81,0
3,3,355855,290,4,323,110541299,44,3,77,0
124,10,324569,279,2,2,664827,16,2,20,0
156,1,290994,11,97,265,74432531,47,1,65,0
56,1,181725,70,93,112,20743170,17,3,10,0
71,8,114457,488,47,47,5407181,38,4,44,0
191,8,238622,262,24,484,112606797,26,3,51,0
101,2,315999,406,39,392,119729999,27,4,75,0
111,8,232160,305,40,382,89775157,78,4,34,0
110,4,307345,180,80,191,60577523,58,2,114,0
9,9,142678,300,77,209,30793871,83,5,37,0
91,7,25697,58,41,92,2347430,24,3,103,0
63,2,122818,336,18,190,23987678,16,1,47,0
82,1,385811,168,72,109,43294981,30,5,59,0
17,7,158695,308,27,108,16458502,36,5,67,0
172,2,310914,457,87,330,105230285,41,3,53,0
51,4,36036,410,5,252,9526280,54,1,63,0
32,8,99726,307,49,167,16215272,3,3,75,0
5,10,12436,466,16,236,3035164,52,1,36,0
137,9,30510,172,8,330,10037987,54,3,2,0
71,6,405151,177,71,204,84920506,64,5,10,0
13,7,166470,356,82,232,40425231,16,3,63,0
159,2,25355,114,1,24,586536,42,4,105,0
58,3,56146,97,47,370,21430785,69,1,115,0
177,1,146151,452,14,401,55957554,39,1,5,0
68,6,370669,313,48,405,146666843,22,2,103,0
150,8,72862,64,18,163,12177022,53,4,110,0
172,2,283554,270,61,123,35439602,36,3,73,0
198,8,128400,47,37,135,17700408,46,5,98,0
63,4,374361,39,7,38,13816693,86,2,63,0
120,7,108522,249,26,53,5932265,98,5,43,0
132,6,408714,483,58,159,65994681,65,1,90,0
34,4,490613,186,79,197,96780891,100,4,57,0
49,2,155667,216,39,84,13666403,74,1,87,0
38,8,469379,54,30,381,170188376,59,2,14,0
69,1,259687,338,45,271,68725433,71,1,57,0
91,7,121183,77,55,203,24619649,7,4,64,0
70,6,61282,25,93,332,21216457,25,3,48,0
49,7,102612,304,77,141,14459055,56,1,67,0
175,1,348870,127,28,490,164368079,5,5,14,0
69,4,44522,272,28,51,2357496,90,4,35,0
101,7,63112,112,88,375,23118557,27,2,105,0
53,6,343918,147,36,361,127058149,13,2,76,0
129,10,259958,378,88,156,39493459,41,1,109,0
43,3,184145,460,1,233,43618155,55,3,18,0
6,3,148324,451,39,39,5935187,2,5,21,0
91,8,315743,0,31,250,78719215,6,1,111,0
146,5,447968,116,21,268,123116747,100,1,64,0
26,5,431471,376,62,171,75514042,70,3,57,0
170,8,142926,186,45,234,32779583,43,5,1,0
199,10,263941,57,66,138,37255107,3,2,87,0
106,4,355698,72,3,182,63082148,95,4,63,0
93,4,400261,45,48,99,40175583,36,5,117,0
116,9,101725,135,44,466,49243095,51,5,86,0
107,5,172174,97,21,21,3688630,79,1,74,0
111,8,307094,495,44,405,121741441,2,4,101,0
176,3,254484,348,37,76,19580213,86,2,66,0
78,8,161131,33,1,409,65598492,28,3,37,0
152,2,37888,250,55,156,5823203,1,1,0,0
65,3,193615,449,64,145,28538314,99,5,100,0
40,2,383920,138,25,73,27835724,11,3,93,0
57,1,258081,477,86,181,47352833,55,4,31,0
26,5,492446,154,22,305,151155896,87,3,39,0
149,3,368257,393,17,102,37247864,26,3,32,0
79,2,165888,290,59,474,78991282,49,4,80,0
25,3,286075,226,64,355,105973117,92,3,40,0
120,6,234221,238,59,215,47978993,72,1,52,0
197,7,56362,386,38,71,4116403,75,5,78,0
96,3,335525,278,37,460,147450708,51,2,72,0
104,1,252644,413,66,390,98139210,7,1,111,0
15,5,445103,332,54,54,23067888,38,5,42,0
124,6,463149,31,62,62,29216069,95,1,94,0
180,4,280671,73,63,287,77623707,87,2,94,0
78,5,387037,248,25,319,118707813,1,2,88,0
155,2,282536,49,13,126,35506060,65,4,26,0
101,1,495513,62,61,153,79472977,31,5,51,0
67,10,367208,224,78,439,155130077,19,1,84,0
48,3,439155,381,21,336,147725990,90,5,30,0
52,8,261902,148,12,148,40541003,64,3,85,0
171,5,215095,197,13,357,76512196,55,2,102,0
8,5,249642,61,1,288,72475939,5,5,49,0
114,1,486110,464,59,181,91350704,59,3,17,0
3,3,197562,256,64,438,84029474,91,5,110,0
100,9,42907,89,45,335,14597981,73,3,19,0
118,3,155930,401,38,390,63387977,9,4,84,0
97,8,327635,337,90,92,31430743,100,5,73,0
67,3,375831,165,44,301,114080961,52,1,74,0
12,1,456709,375,12,81,37604786,64,4,29,0
83,4,414615,413,30,469,186781881,23,4,93,0
194,7,493590,32,31,31,14711385,96,1,78,0
114,6,327998,323,22,430,138516784,90,4,3,0
97,3,344178,293,25,284,95327275,57,3,25,0
58,4,399102,82,67,222,91335499,25,1,104,0
150,1,339837,491,26,342,110799361,18,1,12,0
93,7,307950,279,43,442,131830454,94,5,9,0
128,4,446418,106,60,292,130365139,46,5,105,0
144,3,430267,34,80,224,95185837,10,5,54,0
21,3,420196,264,15,152,63861567,7,5,12,0
139,6,21818,114,37,420,9550512,33,4,120,0
181,6,45626,446,36,446,19483901,74,2,20,0
133,10,272168,159,7,204,55777350,15,5,79,0
121,5,352481,15,16,16,5504840,43,1,43,0
36,4,296831,418,96,375,113129745,8,2,42,0
127,2,432398,485,78,288,127059726,98,1,115,0
89,2,228229,306,10,378,89613707,62,2,78,0
70,1,64558,18,28,254,16644250,56,4,64,0
78,4,21242,476,28,28,611538,26,5,3,0
156,7,367533,350,70,377,138312934,50,4,2,0
179,3,235296,359,17,218,49322680,16,5,70,0
95,6,111526,175,7,223,24219119,12,5,117,0
3,4,226565,382,68,385,87821096,2,2,113,0
15,2,39703,64,36,224,8487680,45,5,23,0
168,4,163308,66,61,310,51423250,85,1,50,0
20,5,295027,105,94,253,76981291,29,4,90,0
183,5,202378,399,83,282,55610763,35,3,37,0
179,9,273950,53,27,27,7548652,80,4,44,0
72,2,116721,466,66,70,7950305,95,5,107,0
54,2,205239,371,18,417,81612402,31,4,100,0
167,8,69893,10,4,255,17413324,76,4,107,0
77,2,41310,142,49,437,18044089,49,4,78,0
114,1,127675,105,84,194,24598254,7,3,23,0
9,9,410029,178,77,479,201401939,44,3,3,0
193,10,123531,387,14,14,1786373,56,4,43,0
187,1,433308,55,92,283,127929410,37,5,49,0
119,7,310208,368,66,290,87802178,49,4,98,0
191,4,79139,464,7,7,578955,11,2,35,0
198,9,165097,172,4,292,48765357,47,3,50,0
169,5,420216,334,77,414,165485615,40,5,98,0
170,6,448304,135,56,433,193392051,57,1,22,0
120,1,198074,245,71,326,62750173,8,5,108,0
21,5,480309,312,8,282,134640408,34,3,40,0
67,8,76701,116,18,322,25614598,84,1,22,0
60,2,353199,19,64,94,34397824,75,3,87,0
11,9,386102,116,31,31,12538035,3,3,91,0
139,1,324876,120,9,179,58193150,15,5,13,0
20,4,116976,166,87,292,33869969,83,4,47,0
73,3,22947,167,46,310,6996185,53,3,100,0
121,5,336063,15,5,82,26980870,20,5,47,0
7,2,329311,108,65,413,138940004,95,5,40,0
149,6,122653,193,4,425,52946236,20,4,74,0
196,2,50533,490,72,478,24163218,74,5,28,0
188,7,292574,375,62,62,18680520,78,4,108,0
169,9,282805,225,24,162,47353815,38,2,34,0
85,4,428909,393,29,500,213507065,96,1,46,0
178,4,243312,375,52,490,117576187,46,5,112,0
130,2,489532,185,77,334,159094808,54,2,61,0
146,3,495342,275,52,125,62995769,86,2,99,0
156,5,427257,146,15,174,71231519,54,5,40,0
38,10,269103,323,25,451,126218523,59,1,98,0
43,2,229480,134,91,391,93586050,96,1,70,0
33,1,447182,220,12,12,5629091,17,5,88,0
136,7,484092,216,51,181,89346154,31,3,16,0
31,6,480509,422,75,459,222952315,14,1,43,0
19,6,245350,466,57,209,52512402,56,3,80,0
194,8,377061,68,92,375,145158432,66,1,23,0
39,1,321192,303,83,189,60423173,42,4,86,0
46,9,388815,301,98,143,53359279,39,4,120,0
88,1,305767,265,74,459,140462529,55,3,67,0
83,7,177026,387,5,91,16615179,95,2,18,0
111,9,155886,294,40,450,67339009,37,2,78,0
31,5,153575,249,21,224,33673150,34,5,28,0
193,2,494712,118,18,341,161881036,71,5,35,0
194,3,24339,306,69,462,11287253,25,1,5,0
126,1,203745,104,73,144,29123643,57,5,120,0
33,8,164634,470,56,56,9605970,16,4,91,0
111,8,147917,44,35,442,66893719,15,3,17,0
21,4,391346,38,64,167,64278631,59,5,20,0
173,2,380571,352,4,161,60863722,91,5,114,0
82,4,451152,285,80,338,145408321,82,1,107,0
63,3,317412,192,28,446,144019760,34,4,120,0
39,8,436701,95,36,375,157732993,82,1,63,0
133,4,11676,222,34,34,401399,91,2,62,0
10,7,370700,134,80,314,117376382,82,3,48,0
124,9,354426,488,38,92,33718092,38,4,112,0
126,7,323441,182,37,278,86288762,15,3,61,0
108,8,180601,126,14,339,59241280,41,1,54,0
89,7,379528,65,61,396,155404868,63,5,112,0
106,4,25184,148,27,137,3584700,53,1,64,0
144,6,147156,345,50,162,24575978,55,4,52,0
67,1,150675,248,43,372,56814887,6,3,28,0
115,7,126030,293,68,448,54802607,81,1,21,0
158,10,182849,66,2,309,59044430,3,4,69,0
24,6,488270,180,70,392,183046475,7,5,98,0
54,6,290741,101,68,80,23016281,92,2,107,0
75,3,487444,191,27,169,82814237,32,1,52,0
10,1,405901,481,64,269,108072974,63,1,13,0
41,5,168055,12,98,117,20032226,5,3,80,0
192,2,436243,401,51,193,81089733,95,3,83,0
22,2,48739,258,97,369,18403084,3,1,90,0
191,9,327127,470,77,77,25410933,51,2,12,0
156,5,421446,165,95,217,87095386,36,4,65,0
52,2,148553,496,60,335,49151055,55,1,73,0
57,7,304123,142,89,247,75367803,32,4,36,0
5,8,391449,201,97,487,191523670,14,4,47,0
58,10,23050,203,57,394,8963475,73,1,29,0
165,5,184291,73,10,414,73209435,22,2,80,0
126,10,141055,42,72,72,10499302,67,5,51,0
195,4,40897,392,52,252,10111728,44,2,32,0
10,6,371233,289,0,306,110963486,27,5,52,0
126,9,272047,160,30,491,131195276,91,4,83,0
132,9,460181,378,13,375,171285730,10,4,10,0
33,1,94983,266,21,383,35277558,15,1,15,0
109,8,99507,320,62,411,39424520,71,4,67,0
103,1,165583,60,92,222,38310564,87,3,37,0
134,6,332489,455,83,190,61062591,38,5,72,0
176,4,430905,314,47,487,210257421,33,4,91,0
119,4,183107,474,17,382,67598325,92,4,92,0
3,6,228262,91,8,76,18203702,1,3,60,0
180,4,114473,355,48,48,5401862,8,5,68,0
120,10,92026,34,71,179,17104121,45,1,81,0
50,5,158996,420,54,466,74717980,40,3,111,0
160,7,499846,130,82,287,145742022,10,5,69,0
40,2,393075,110,33,143,56567554,17,5,22,0
151,7,183099,294,75,395,73081882,95,5,109,0
172,8,119736,118,78,110,12705355,22,4,11,0
1,6,50783,458,17,496,25217851,57,4,6,0
171,8,181489,154,15,256,45256784,51,4,97,0
199,7,380275,242,66,181,67569996,11,5,39,0
55,3,342277,426,18,142,50255245,72,4,91,0
126,5,369330,61,55,285,106859957,23,1,115,0
94,8,414092,343,54,177,71196454,72,2,93,0
98,6,103850,477,25,382,39440929,68,2,1,0
2,10,172734,168,47,48,8635987,65,1,116,0
156,5,27578,331,61,140,3821652,90,3,82,0
71,1,309987,421,15,15,4848618,78,4,110,0
126,3,258223,383,96,447,115951875,14,1,82,0
95,1,331346,457,90,365,123797876,17,1,19,0
108,2,39385,227,7,326,12600998,70,3,90,0
50,10,396638,8,86,170,69776521,41,2,107,0
151,6,280711,7,51,481,133892919,86,1,85,0
17,4,442562,389,93,256,110651953,23,4,18,0
12,5,329044,101,52,352,112035691,96,1,64,0
80,5,303894,179,59,60,18357944,90,1,43,0
145,8,56222,59,23,470,27030911,24,3,11,0
152,1,411983,86,27,403,168319448,59,1,1,0
186,4,171366,428,24,348,61110797,95,2,82,0
80,1,208867,361,35,146,29398076,41,4,22,0
58,4,153025,452,37,102,15232936,57,3,22,0
24,8,196202,296,98,186,37011145,58,2,44,0
10,10,212207,79,26,275,61238331,56,3,72,0
166,5,118761,175,70,358,43918875,35,1,64,0
132,4,145378,111,4,239,36211315,67,2,33,0
122,3,254971,300,72,165,41556580,76,1,47,0
83,2,340024,183,1,445,146147210,61,3,115,0
87,2,108100,467,20,183,19716704,24,1,39,0
113,10,249308,303,55,294,74989371,61,2,88,0
65,6,325066,172,51,247,78686867,30,5,86,0
28,7,233291,396,51,137,32258346,21,5,73,0
43,5,474831,305,67,494,227493445,73,2,89,0
34,6,423437,491,27,27,11767623,19,3,11,0
118,7,96686,75,22,102,9665997,11,2,113,0
61,4,238877,46,19,370,90017071,100,3,31,0
2,8,93534,176,51,51,4859335,90,2,60,0
121,7,445865,237,97,361,167668373,50,2,31,0
82,3,219654,395,36,167,37855282,94,4,114,0
153,7,290030,36,85,177,52569560,76,1,62,0
57,10,103407,393,46,120,12210113,1,5,47,0
154,7,489506,39,17,330,161536167,6,2,29,0
78,7,58680,173,23,196,11415838,37,3,83,0
100,8,28259,133,22,490,13381020,88,5,53,0
28,8,432696,42,93,177,73534465,52,1,87,0
42,6,77496,294,87,259,19980524,63,4,49,0
109,1,168835,217,81,132,21430336,58,5,94,0
96,8,383305,171,46,432,159157525,23,4,68,0
137,7,466295,345,0,40,18347991,91,5,19,0
67,4,279953,416,58,314,87332873,60,3,93,0
11,2,465027,250,6,235,113534202,88,3,46,0
65,7,186927,345,3,151,28346638,23,3,98,0
92,7,19184,228,81,166,3036658,15,3,38,0
188,1,288537,378,22,202,55860113,13,2,31,0
187,3,341832,252,35,220,74040297,59,5,114,0
63,9,308355,234,20,20,6088651,19,5,9,0
186,2,210232,262,43,371,81329940,96,3,10,0
109,7,21735,94,32,486,10797284,96,1,95,0
111,2,426098,98,38,292,125858687,70,2,33,0
178,1,206207,293,97,242,52075221,36,2,27,0
71,9,362027,23,23,309,113859893,35,1,51,0
105,4,19814,400,16,212,4105958,60,5,84,0
163,6,60933,113,90,115,6884393,9,5,2,0
74,10,443573,235,81,301,134786951,70,4,53,0
122,9,16588,175,44,174,2979432,20,4,40,0
191,8,120434,272,86,357,42522257,52,1,21,0
170,10,51213,323,44,249,12220394,96,5,71,0
95,5,162999,384,86,161,26157235,20,5,57,0
150,3,337294,180,53,289,102311175,3,3,55,0
143,8,133060,192,16,471,61909358,16,1,68,0
102,4,120784,56,22,292,36555867,99,4,37,0
141,7,194562,384,76,111,21118842,99,3,53,0
162,2,358250,452,97,351,127458563,65,5,81,0
137,7,128016,439,96,206,26276132,58,2,63,0
46,7,161208,1,42,272,45001508,84,2,106,0
175,2,210987,297,53,334,69837501,82,1,53,0
159,4,82651,312,10,317,26461239,94,4,64,0
6,6,329717,127,80,85,27947230,12,3,72,0
6,10,473214,404,70,334,158232636,25,2,49,0
118,6,389091,447,60,122,49544170,26,3,22,0
34,5,43980,457,15,15,657139,32,5,26,0
114,4,427728,90,64,498,216020043,78,3,59,0
41,4,252332,369,0,492,127233753,88,4,8,0
134,8,462024,197,36,36,17393941,92,5,100,0
31,10,349261,273,56,365,127235599,93,1,3,0
75,7,444271,421,5,371,162572597,92,5,98,0
162,8,234703,403,18,63,15299477,98,5,13,0
193,2,388532,86,84,187,71491794,32,4,52,0
54,5,60921,168,9,328,19898646,91,4,88,0
193,4,406875,133,88,175,70809172,58,3,37,0
146,5,321651,18,18,389,125394746,4,2,17,0
95,10,200171,365,91,149,28806349,82,3,39,0
122,8,362991,150,79,79,27611117,78,3,95,0
99,5,343846,116,14,14,4853909,19,5,108,0
4,5,200925,369,66,260,51748627,80,2,95,0
